KNOBBE METAALINDUSTRIE HENGELO BV;Wegtersweg 41;7556 BP;Hengelo;17;8;493
KONI BV;Langeweg 1;3260 AA;Oud Beyerland;17;8;494
KS PROFIEL B.V.;P.O. Box 6003;4780 LA;Moerdijk;17;8;495
LANDUSTRIE SNEEK BV;P.O. Box 199;8600 AD;Sneek;17;8;506
LAURA METAAL BV;Rimburgerweg  40;6471 XX;Eygelshoven;17;8;508
LINDOR BV;P.O. Box 1101;3300 BC;Dordrecht;17;8;515
AURUBIS BV;P.O. Box 2;7200 AA;Zutphen;17;8;527
MACHINEFABRIEK BOESSENKOOL BV;Turfkade 13;7602 PA;Almelo;17;8;531
MACHINEFABRIEK DE VALK;De Vets 76;5555 XP;Valkenswaard;17;8;532
MACHINEFABRIEK VAN WERDE BV;'t Inne 10Industrieterrein Meemortel;6021 DA;Budel;17;8;536
MAFO HOLTKAMP B.V.;P.O. Box 212;7700 AE;Almelo;17;8;537
MAKU PRODUCTS B.V.;denekamperstraat 42;7588 PW;Beuningen;17;8;542
MDG TECHNIEK BV;Sextantstraat 51;2901 ZZ;Capelle aan de IJssel;17;8;561
METAALWARENFABRIEK LATENSTEIN BV;Latensteinse Middenweg 2;4005 EJ;Tiel;17;8;585
WALKIMEUWISSEN BV;Waarderweg 122;2031 BS;Haarlem;17;8;597
MINIGRIP NEDERLAND BV;Industrieweg 14;3881 LB;Putten;17;8;604
MOKVELD BV;P.O. Box 227;2800 AE;Gouda;17;8;609
NEDAP NV;P.O. Box 105;7140 AC;Groenlo;17;8;625
NEDCAR BV;Dr. Hub van Doorneweg 1;6121 RD;Born;17;8;626
NEFIT INDUSTRIAL B.V.;Zweedsestraat 1;7400 AA;Deventer;17;8;629
NIJDRA GROEP;P.O. Box 85;1462 ZH;Middenbeemster;17;8;631
NN EUROPE BV;P.O. Box 101;3900 AC;Veenendaal;17;8;634
NORMA BV;P.O. Box 531;7550 AM;Hengelo;17;8;636
NOVAMONT BV;PO box 95577;2509 CN;Den Haag;17;8;639
OCE TECHNOLOGIES B.V.;P.O. Box 101;5900 MA;Venlo;17;8;650
ODS BV;P.O. Box 69;2990 AB;Barendrecht;17;8;651
OERLEMANS PLASTICS B.V.;Kleibergsestraat 4;4265 GB;Genderen;17;8;653
OVEREEM B.V.;P.O. Box 423;6710 BK;Ede;17;8;669
PACTIV NEDERLAND B.V.;P.O. Box 32;6960 AA;Eerbeek;17;8;674
PHILIPS APPLIED TECHNOLOGIES PACKAGING D;P. O. Box 218;5600 MD;Eindhoven;17;8;705
PHILIPS DRACHTEN;;;;17;8;706
PHILIPS MEDICAL SYSTEMS;;;;17;8;708
PHILIPS MOBILE DISPLAY;;;Heerlen;17;8;709
PLASTHILL BV;Weerlaan 13;2181 HG;Hillegom;17;8;715
POWER-PACKER BV;P.O. Box 327;7570 AH;Oldenzaal;17;8;723
PRIEMA BV;Zuiderinslag 22;3871 MR;Hoevelaken;17;8;730
RAMAKERS INDUSTRIELE VERPAKKINGEN BV;P.O. Box 11;5087 ZG;Diessen;17;8;743
RECTICEL BV;P.O. Box 726;4116 ZJ;Buren;17;8;748
RED POINT ALLOYS BV;Radonstraat 2;2718 TA;Zoetermeer;17;8;750
SAB PROFIEL BV;P.O. Box 97;3400 AB;IJsselstein;17;8;774
SAFAN BV;P.O. Box 96;7240 AB;Lochem;17;8;776
SANDFIRDEN BV;Haventerrein 1;1779 GS;Den Oever;17;8;785
SCHEUTEN GLASGROEP BV;P.O. Box 22;5900 AA;Venlo;17;8;795
SCHOLTEN & DE VRIES - ESTOPPEY B.V.;Wijkermeerweg 49;1948 NT;Beverwijk;17;8;796
SIEMENS DEMAG DELAVAL BV;Lansinkesweg 1;7553 AE;Hengelo (Ov.);17;8;826
SORBA CONTOUR;P.O. Box 54;7100 AB;Winterswijk;17;8;888
SPLASH DESIGN BV;P.O. Box 122;5400 AC;Veghel;17;8;897
STECO BV;Wolweg 34;3776 LP;Stroe;17;8;908
STORK TURBO BLADING BV;Kamerlingh Onnestraat 21;8606 JN;Sneek;17;8;913
TACX INTERNATIONAL BV;Rijksstraatweg 52;2241 BW;Wassenaar;17;8;924
THALES BV;P.O. Box 42;7554 PA;Hengelo;17;8;928
THAVO METAALINDUSTRIE BV;P.O. Box 118;5680 AC;Best;17;8;929
THERMO QUALITY CONTROL B.V.;P.O. Box 50;2760 AB;Zevenhuizen;17;8;931
THOMASSEN COMPRESSION SYSTEMS BV;P.O. Box 99;6990 AB;Rheden;17;8;934
THOMASSEN MACHINING BV;P.O. Box 118;6990 AC7;Rheden;17;8;935
TNO INDUSTRIE EN TECHNIEK;P.O. Box  6235;5600 HE;Eindhoven;17;8;945
TROMPACKING BV;;;Eindhoven;17;8;957
UNITED SPRINGS B.V. * SOGEFI;P.O. Box 50;7550 AB;Hengelo;17;8;974
URENCO ENRICHMENT TECHNOLOGY BV;P.O. Box 158;7601 PJ;Almelo;17;8;978
BOSCH TRANSMISSION BV;Hub van Doornelaan 1;;Tilburg;17;8;992
VAN GENNIP VERPAKKINGEN BV;Bedrijventerrein Esp;5602 BC;Eindhoven;17;8;993
VAN LEEUWEN BUIZEN - DIV. CONSTRUCTIE;P.O. Box 1;;;17;8;996
VAN VEGHEL INDUSTRIAL PACKAGING;Dirk Boutslaan 28;5613 LH;Eindhoven;17;8;1000
VARCO BJ B.V.;Postbus 17;4870 AA;Etten-Leur;17;8;1003
VDL BOVA BV;P.O. Box 5;5550 AA;Valkenswaard;17;8;1006
VDL BUS INTERNATIONAL BV;Hoevenweg 1;;Eindhoven;17;8;1007
VDS TECHNISHE INDUSTRIE BV;P.O. Box 62;5527 AJ;Hapert;17;8;1008
VECOM METAL TREATMENT BV;Postbus 27;3140 AA;Maassluis;17;8;1009
VENROOY CABLE EQUIPMENT B.V.;Madame Curieweg 4;5482 TL;Schijndel;17;8;1012
VERPAKKINGSINDUSTRIE SCHIJNDEL BV;Industrieterrein Duin IIVan Leeuwenhoekweg 35;5482 TK;Schijndel;17;8;1014
VOLVO CARS CORPORATION;Graanmolen 9 - 11;6229 PA;Maastricht;17;8;1023
WAERTSILAE NEDERLAND B.V.;;;;17;8;1027
WAERTSILAE PROPULSION NETHERLANDS BV;De Koumen 1;6433 KG;Hoensbroek;17;8;1028
WAERTSILAE SERVICE CENTER;P.O. Box 10608;8000 GB;Zwolle;17;8;1029
WBM BV;P.O. Box 3108;6039 ZG;Stramproy;17;8;1033
KLM NV;Anthony Fokker Business ParkAMB Hal 3B;1117 ZL;Oude Meer;17;8;1066
VAN OORD DREDGING & MARINE CONTRACTORS BV;Watermanweg 64;3009 AN;Rotterdam;17;8;1091
AVN SLIJPMATERIALEN BV;Hogerwerf 7;4704 RV;Roosendaal;17;8;1092
MME GROUP;Rietdekkerstraat 16;2980 GE;Ridderkerk;17;8;1161
DAMEN MARINE COMPONENTS;Nijverheidsstraat 8;3371 XE;Hardinxveld-Giessendam;17;8;1163
VDL KLIMA;Meerenakkerweg 30;5652 AV;Eindhoven;17;8;1165
BUNZL BV;Bedrijventerrein IJsseloord 2Delta 2;6802 CC;Arnhem;17;8;1168
VALIDUS TECHNOLOGIES;2e Loosterweg 155;;Hillegom;17;8;1169
CHROMALLOY BV;Siriusstraat 55;5015 BT;Tilburg 5015 BT;17;8;1171
INDUSTRIELINQ;;;Amsterdam;17;8;1179
AEGIR MARINE BV;Molenvliet 34;3961 MV;Wijk bij Duurstede;17;8;1201
MORPAK BV;Gebbelsweg 24;6035 EA;Ospel;17;8;1276
EWALS CARGO CARE BV;Ariënsstraat 61 - 63;5931 HM;Tegelen;17;8;1277
VDB MACHINEFABRIEK BV;Den Belleman 11;5571 NR;Bergeijk;17;8;1278
HOLMATRO ASSEMBLY BV;Zalmweg 30;4940 AA;Raamsdonkveer;17;8;1280
ADVANCED LABEL TECHNOLOGY BV;St. Laurensdreef 40;3506 GT;Utrecht;17;8;1281
STORK FOKKER AESP BV;Industrieweg 1;3350 AA;Papendrecht;17;8;1286
TXTEN;Smaragdhof 1;1339 HR;Almere;17;8;1288
HEAT EXCHANGE SERVICES BV;Kon. Wilhelminahaven ZZ 18-25;3134 KG;Vlaardingen;17;8;1290
VERBAAN TANDWIELEN- & MACHINEFABRIEK BV;Edisonweg 17;4200 AR;Gorinchem;17;8;1291
COLLAPSIBLE CONTAINERS BV;High Tech Campus 9;5600 AT;Eindhoven;17;8;1292
SKF MAINTENANCE PRODUCTS;Sevice DivisionKelvinbaan 16;3430 BA;Nieuwegein;17;8;1294
C&T TECHNICS BV;Frontstraat 12a;5405 AK;Uden;17;8;1297
STRACO WASPIK BV;Hooiweg 10;5165 ZH;Waspik;17;8;1298
VAREKAMP INDUSTRIELE VERPAKKINGEN BV;Zalmweg 31;4900 AA;Raamsdonkveer;17;8;1299
ERIKS BV;Voormeer 33;1800 BK;Alkmaar;17;8;1301
EUROPEAN PNEUMATIC COMPONENT OVERHAUL & REPAIR BV;Bellsingel 41;1119 NT;Schiphol-Rijk;17;8;1303
NAMASCOR BV;Industrieterrein MoerdijkOostelijke Randweg 44-46;4782 PZ;Moerdijk;17;8;1313
HOVENS COLLIN VERPAKKINGEN BV;Huiskensstraat 57;5916 PN;Venlo;17;8;1328
FIDES GROUP BV;;7073 DM;Beek;17;8;1329
RUMA RUBBER BV;Lindberghstraat 49;7903 BM;Hoogeveen;17;8;1367
SPIROTECH BV;Churchilllaan 52;5700 AE;Helmond;17;8;1489
STICHTING TECHNICAL BENEFITS;Boerhavelaan 40;2700 AD;Zoetermeer;17;8;1505
VDL ENABLING TECHNOLOGIES GROUP ALMELO BV;Bornsestraat 345;7600 AD;Almelo;17;8;1549
VDL ENABLING TECHNOLOGIES GROUP EINDHOVEN BV;Achtseweg Noord 5 / Building AK-I;5600 JW;Eindhoven;17;8;1550
RANPAK BV;Sourethweg 4-6;6400 AC;Heerlen;17;8;1572
NAM MACHINEFABRIEK BV;Asterweg 16;1031 HN;Amsterdam;17;8;1938
SAVAL BV;Huifakkerstraat 22;4815 PN;Breda;17;8;1949
SAVAL BV;Huifakkerstraat 22;4815 PN;Breda;17;8;1949
VOVU METAALBWERERKING BV;Rietdekkerstraat 1;5405 AX;Uden;17;8;1959
FOLDY PAC EUROPE BV;Prof. Lorentzweg 8;5144 NP;Waalwijk;17;8;1972
SECOA BV;Bunsenstraat 21;3316 GC;Dordrecht;17;8;2067
FOKKER AEROSTRUCTURES BV;;7903 AN;Hoogeveen;17;8;2069
HYDRO-CARBONS BV;Keteldiep 14;8321 MH;Urk;17;8;2081
FEI COMPANY BV;Achtseweg Noord 5   Eindhoven;5651 GG;Eindhoven;17;8;2103
LINCOLN SMITWELD B.V.;Nieuwe Dukenburgseweg 20;6534 AD;Nijmegen;17;8;2104
EATON INDUSTRIES NEDERLAND BV;Hydraulics Operations, EMEAHoppenkuil 6;5602 LS;Eindhoven;17;8;2144
GIETERIJ DOESBURG BV;Barend Ubbinkweg 2;6981 EC;Doesburg;17;8;2192
IST MARINE SERVICE GROUPE;Kotterstraat 2;3133 KW;VLAARDINGEN;17;8;2230
PAXPRING;Achteromstraat 8a;1381 AV;WEESP;17;8;2397
MOURIK SERVICES BV;Nieuwesluisweg 110;3197 KV;Botlek - Rotterdam;17;8;2415
FMJ NW BV;TT Melissaweg 15;1033 SP;Amsterdam;17;8;2425
VCN MASS TURNING BV;Branderij 5;9351 NX;Leek;17;8;2430
EUROPE STEEL CENTER;;;;17;8;2458
DIESEL BUECHLI BV;Fahrenheitstraat 35;3846 CC;Harderwijk;17;8;2462
NI6EEGSCHE IJZERGIETERIJ BV;Lindenhoutseweg 26;6500 AP;Nijmegen;17;8;2503
SANDERS GEARS CASTINGS MACHINING BV;Whheweg 24;7471 EW;Goor;17;8;2504
WOUTER WITZEL BV;Industrieterrein De Pol 12;7581 CZ;Losser;17;8;2507
RADU;Zeemanstraat 11a-13;2991;XR BARENDRECHT;17;8;2556
DOESBURG COMPONENTS BV;De Flammert 1115;5854 NB;Nieuw Bergen;17;8;2590
BBA POMPEN & BUIZEN;Zutphensestraat 242-246;7325;WV APELDOORN;17;8;2601
KING METAAL BV;Edisonstraat 13;8800 AM;Franeker;17;8;2670
BOSCH TECHNIEK BV;Printer 21;7741 ME;COEVORDEN;17;8;2707
MARINE PROVIDORING AGENCIES * MPA;Tinnegieterstraat 15;3134 AL;HOOGVLIET / ROTTERDAM;17;8;2759
PRATT & WHITNEY AERO ENGINES INTL. SERVICES GMBH;Marco Poloweg 28;5928 LE;Venlo;17;8;2799
IMATECH BV;Christiaan Huygensweg 24;3225 LD;HELLEVOETSLUIS;17;8;2812
MAN PRIMSERV;;;;17;8;2815
PAKIMPEX;De Gaffel 24 ;9206;AW DRACHTEN;17;8;2823
ZANTEN B.V.;Kennedylaan 24;5466;AA VEGHEL;17;8;2857
AVC SEALING SOLUTIONS;De Steiger 82;1305 AA;Almere-Haven;17;8;2909
HOUTTUIN B.V.;Sluisstraat 12;7491 GA;Delden;17;8;2954
HOEKMAN HOUTINDUSTRIE BV;Spinnerstraat 19;7460 AC;Rijssen;17;8;3093
MAATS PIPELINE EQUIPMENT BV;Breukersweg 4;7471 ST;Goor;17;14;1343
THYSSENKRUPP MATERIALS VEGHEL NEDERLAND BV;Taylorweg 7;5466 AE;VEGHEL;17;14;1363
LONDEN VAN HOLLAND BV;;;Amsterdam;17;14;1368
AZ HOLLINK BV;Laan van de Ram 49;7324 BW;Apeldoorn;17;14;1425
HOFFMANN GROUP GEBO;Platinastraat 110;7554 NB;Hengelo;17;14;1430
CSPS BV;Torenstraat 47;3281 XN;Numansdorp;17;14;1453
ACCSYS TECHNOLOGIES  BV;Westervoortsedijk 73;6802 CC;Arnhem;17;14;1488
CHOCK DESIGN BV;;2980 AC;Ridderkerk;17;14;1490
ROLLS ROYCE MARINE BENELUX BV;Werfdijk 2;3195 HV;Pernis;17;14;1496
LANKHORST RECYCLING BV;Prinsengracht 2;8607 AD;Sneek;17;14;1546
DE KRUYFF INTERNATIONAL BV;Pelgrimweg 29;7011 BH;Gaanderen;17;14;1547
MPP SYSTEMS - ROSSMARK;Celsiusstraat 34;6716 BZ;Ede;17;14;1618
NEDCOAT ROERMOND BV;Randweg 13;6045 JK;Roermond;17;14;1639
NEDSCHROEF HELMOND B.V.;Kanaaldijk NW 71;5700 AA;Helmond;17;14;1652
PARKER HANNIFIN MFG NETHERLAND BV;STIELTJESWEG 8;6827 BV;Arnhem;17;14;1671
2XPO BV;Diezekade 2;5201 AK;Den Bosch;17;14;1672
ROTOM NEDERLAND BV;Ekkersrijt 1428;5692 AK;Son;17;14;1674
BM MECHANICAL COMPONENTS BV;Transportcentrum 10;5835 CT;Beugen;17;14;1746
TROMP VERPAKKING PARTNERS BV;Platijnweg 2a;4104 BB;Culemborg;17;14;1752
WITTE VAN MOORT BV;Westeinde 632;7671 CW;Vriezenveen;17;14;1809
SITA REENERGY BV;Potendreef 2;4703 RK;Roozendaal;17;14;1834
ZF MARINE KRIMPEN BV;Zaag 27;2930 AA;Krimpen a/d/ IJssel;17;14;1839
CPM EUROPE BV;Distelweg 89;1031 HD;Amsterdam;17;14;1841
HFI BV;Industrieweg 25;7141 CX;Groenlo;17;14;1846
VAN DOORN PARTS SUPPLY BV;van Weerden Poelmanweg 19;3088 EA;Rotterdam;17;14;1847
METALAS CLEANING SYSTEMS BV;James Wattweg 28;3133 KK;Vlaardingen;17;14;1885
THILOT HOLLAND BV;Hoofdstraat 11-17;5973 ND;Lottum;17;14;1903
TXTEN;Bolderweg 2;1332 AT;Almere;17;14;1918
STOKVIS TAPES NETHERLANDS BV;Van Hennaertweg 10;2952 CA;Alblasserdam;17;14;1961
GOSS CONTIWEB BV;Ir. Wagterstraat 10;5831 AZ;Boxmeer;17;14;1971
VAN DER PEI13 TECHNIEK MIDDELBURG BV;Herculesweg 21;4338 PL;Middelburg;17;14;1980
VISSCHERHOLLAND BV;Korte Venen 7;8331 TG;Steenwijk;17;14;2003
NN NETHERLANDS BV;De Smalle Zijde 1b;3903 LL;Veenendaal;17;14;2091
BOZ GROUP;Bongaertsweg 8;4612 PL;Bergen op Zoom;17;14;2092
SAM PRECISION BV;Hulsbos 6;5431 NZ;Cuijk;17;14;2093
MEILINK INDUSTRIELE VERPAKKINGEN BOXMEER BV;Industriestraat 1;5831 H;Boxmeer;17;14;2134
INNOVAR BV;Ambachtsweg 23;;Eindhoven;17;14;2141
VAN BILSEN BV;;;;17;14;2162
MACHINEFABRIEK VAN DER VELDE & BOERHOF BV;Industrieweg 13c;8426 AB;Appelscha;17;14;2214
CONTOUR COVERING TECHNOLOGY BV;Industrieweg 20;7102 DZ;Winterswijk;17;14;2217
HODI VERPAKKINGSMATERIALEN BV;Kernreactorstraat 1;3903 LG;Veenendaal;17;14;2245
VOLLENHOVEN OLIE TECHNOLOGIE;De Kroonstraat 48;5048 AP;Tilburg;17;14;2252
IM  MACHINING BV;Steenstraat 5-7;5107 NE;Dongen;17;14;2281
ITANKS;Scheepsbouwweg 11;3089 JW;Rotterdam;17;14;2284
MAAS COATING GROEP;Bosschebaan 56;5384 VZ;Heesch;17;14;2296
APM BV;Handelsstraat 36 A;7482 GW;Haaksbergen;17;14;2302
BERCO TRUCK COMPONENTS BV;Newtonweg 8;5480 AG;Schijndel;17;14;2304
BANGMA VERPAKKINGEN BV;Staalweg 21;8251 JP;Dronten;17;14;2308
BREMAN MACHINERY BV;Sasdijk 20;8281 BM;Genemuiden;17;14;2309
ALCOCHEM BV;Zeilmaker 4;3861 SM;Nijkerk;17;14;2319
ROYAL HASKONINGDHV;Jonkerbosplein 52;6534 AB;Nijmegen;17;14;2324
VAN GOSSENBERG;Hogelandseweg 68-70;6545 AB;Nijmegen;17;14;2345
DHATEC BV;Elskensakker 8;5571 SK;Bergeijk;17;14;2354
ESSENTRA COMPONENTS BV;Den Belleman 9;5571 NR;Bergeijk;17;14;2355
GOORSENBERG BV;Hogelandseweg 68;6545 AB;Nijmegen;17;14;2362
MERCON STEEL STRUCTURES BV;Krinkelwinkel 6-8;4202 LN;Gorinchem;17;14;2363
KH ENGINEERING BV;Jan Van Galenstraat 2;3115 JG;Schiedam;17;14;2366
AEG POWER SOLUTIONS BV;Weerenweg 29;1160 AB;Zwanenburg;17;14;2367
VALVE SERVICE TEAM;;;;17;14;2372
TANKTERMINAL.COM;Hoefsmidstraat 41;3194 AA;ROTTERDAM-HOOGVLIET;17;14;2378
ADESSO VALVE CV;Terwenakker 25;3011 XX;Rotterdam;17;14;2380
TCI CLEANING;Centaurusweg 67;5015 TC;Tilburg;17;14;2391
GEARBOX SERVICES INTERNATIONAL;H. Boerhaavestraat 2;3261 ME;Oud-Beyerland;17;14;2392
PRINS METALLURGISCHE PRODUCTEN B.V.;Spoetnik 60;3824 MG;Amersfoort;17;14;2402
BP RAFFINADERIJ ROTTERDAM BV;d' Arcyweg 76Havennummer 6425;3198 NA;Rotterdam;17;14;2416
SPIE NEDERLAND BV;Division IndustryHuifakkerstraat 15;4815 PN;Breda;17;14;2417
C-CUBE INTL. BV;Molengraaffsingel 12-14;2629 JD;Delft;17;14;2431
COFELY FABRICOM NV;Industrieweg 16;1850;Grimbergen;17;14;2439
UTT PROCUREMENT B.V.;Kerkweg 47D;3214;VC ZUIDLAND;17;14;2456
NEDERLANDSE AARDOLIE MAATSCHAPPIJ BV;Schepersmaat 2;9400 AH;Assen;17;14;2479
ZEEUWS VLAAMSCHE GIETERIJ BV;Westkade 18Havennummer 4231;4550 AA;Sas-van-Gent;17;14;2505
YARA SLUISKIL B.V;Industrieweg 10;4541 HJ;Sluiskil;17;14;2521
ATB-ANTIBA BV;;;;17;14;2526
INTER OCEAN SERVICES;Koperslagerij 19;4762;AR ZEVENBERGEN;17;14;2557
MWA BV;Talhoutweg 19;8171 MB;Vaassen;17;14;2563
PAINT IT;Da Vincilaan 25;6716;EDE;17;14;2594
WARTSILA SITE DE KAMPEN;Genuakade 8;8263;KAMPEN;17;14;2685
HEUDRA METAALBERWERKING BV;Industrieweg 6;;Ochten;17;14;2696
SABA DINXPERLO BV;Weversstraat 6;7091 CM;Dinxperlo;17;14;2730
FAWIC BV;Twentsepoortn West 9;7609 RD;Almelo;17;14;2755
KOEMANS VERPAKKINGEN BV;Nieuwe Gouwe O.Z. 1;2801 SB;Gouda;17;14;2776
PRONOMAR BV;Noordereinde 88C;3341 LW;Hendrik-Ido-Ambacht;17;14;2784
SAPA PROFILES NL;Alcoalaan 1;5151 RW;Drunen;17;14;2790
BOMACON;Ampèrestraat 12;6003 DJ;Weert;17;14;2806
COATINC ROERMOND BV;Randweg 13Industriezone 8041;6045 JK;Roermond;17;14;2807
PROVITE;;;;17;14;2849
ALLIED MOTION DORDRECHT BV;Opaal 600;3316 LE;Dordrecht;17;14;2859
KLIP BV;van Markenstraat 2;2940 AA;Lekkerkerk;17;14;2902
HOLLAND  MECHANICS B.V.;Flevostraat ;1442 PZ;Purmerend;17;14;2914
GOUDA HOLLAND BV;Galoord;2851 AW;Haastrecht;17;14;2915
KSB NEDERLAND BV;Wilgenlaan 68;1161 JN;Zwanenburg;17;14;2920
MCB BV;John F Kennedylaan 59;5555 XC;Valkenswaard;17;14;2926
KELVION MACHINE COOLING BV;Draaibrugweg 15;1332 AB;Almere;17;14;2927
UPS SCS NEDERLAND BV;Marco Poloweg 28;5928;LE VENLO;17;14;2951
MORS SMITT B.V.;Vrieslantlaan 6;3526 AA ;Utrecht;17;14;2952
NORTHROP GRUMMAN SPERRY MARINE B.V.;Haringbuisweg 29;3133 KP;Vlaardingen;17;14;2953
KALTENBACH SHOTBLAST AND PAINTING SYSTEMS B.V.;Pruisische Veldweg 20;7552 AC;HENGELO OV;17;14;2955
ALLRIG BV;Vreekesweid 29-31;1721 PP; BROEK OP LANGEDIJK ;17;14;2957
FERDINAND VOS METAALINDUSTRIE BV;Harlingerweg 49-B;8801 PA;Franeker;17;14;2964
A. LEERING ENSCHEDE PLASMASNIJDEN B.V.;Kanaalstraat 151;7547 AR;ENSCHEDE;17;14;2965
FERRO TECHNIEK B.V.;Bremstraat 1;7011 AT;Gaanderen;17;14;2966
GEBREMA METAALWAREN BV;;;;17;14;3021
ELLIS ENTERPRISES B.V.;;;;17;14;3032
CONSOLIDATED MOTOR SPARES;Artemisweg 245;8239 DD;Lelystad;17;14;3036
SUPLACON BV;Asseemblageweg 11;8304 BB;Emmeloord;17;14;3069
A.S.I. SOEST BV;Nieuwe Gracht 15;3763 LP;Soest;17;14;3070
STORK METAAL BV;Industrieweg 16;3762 EK;Soest;17;14;3071
MGG NETHERLANDS BV;De Flammert 1208;5854 NC;Nieuw-Bergen;17;14;3072
MORSKATE AANDRIJVINGEN BV;Oosterveldsingel 47A;7558 PJ;Hengelo;17;14;3073
DASSEN LVH KRIMPEN BV;Noord 49 ;2931 SJ;Krimpen aan de Lek;17;14;3074
NOORD NEDERLANDSE DRAADINDUSTRIE BV;Holwerderweg 33;9101 PA;Dokkum;17;14;3075
INALFA ROOF SYSTEMS B.V.;De Amfoor 2;5807 GW;Venray;17;14;3083
TP-METAL BV;Brede Steeg 10;7041 GV;'s Heerenberg;17;14;3084
DRABBE BV;Gildeweg 4;2632 BA;Nootdorp;17;14;3085
METAALWARENFABRIEK UMEFA BV;Ambatchtsweg 17-19;3831 KA;Leusden;17;14;3086
PREMECO PRECISION TOOLING BV;Centaurusweg 95;5015 TC;Tilburg;17;14;3087
NUBE HYDRAULICS BV;Eerste Induasyrieweg 15;5451GV ;Mill;17;14;3095
TECHNOMARINE ENGINEERING B.V.;Stanleyweg 2;4462GN ;Goes;17;14;3096
WERKCON B.V.;Zuiuveringsweg 8;8243PZ ;Lelystad;17;14;3097
EMPAS HOGEDRUKSPUITEN B.V.;Kruisboog 43;3905 TE;Veenendaal;17;14;3098
HILLEBRAND STAALBOUW B.V.;Kleverskerkseweg 83;4338 PM;Middelburg;17;14;3102
PRIEMA CETRA B.V.;De nieuwe haven 10;7772 BC;Hardenberg;17;14;3103
ALRAF PLAATBEWERKING BV;Nomdenweg ;9561AM ;Ter Apel;17;14;3104
STAMETA BV;Weth Buitenhuisstraat 2;4951 SM;Staphorst;17;14;3114
FROMM NEDERLAND;;;Nieuwegein;17;14;3122
VERCOM INTERNATIONAL B.V.;Witte Paardweg 20;1521 PV;Wormerveer;17;14;3123
SURFAPROTEC;ZI Innopark - El AgbaBP73;2087;TUNIS;TUNISIA;12;1587
SOCIETE SWT - ASW3 AUTOLIV GROUP * AUTOLIV;Z. Ind. Ennadhour;1160;ZAGHOUAN;TUNISIA;12;2767
SOTUTRASM;avenue Hedi Chakerimmeuble Soritas Esc A 3° étage;3000;SFAX;TUNISIA;14;2764
COMPONENTA ORHANGAZI;Gölyolu n°26 16801;;ORHANGAZI BURSA;TURKEY;14;2440
CASTROL LTD.;;;;UNITED KINGDOM;14;144
AUTOMATED PACKAGING SYSTEMS;Enigma Business ParkSandy's Road;WR14 1JJ;Malvern;UNITED KINGDOM;14;1955
